system,code,display_in_ig,official_display,status,verified_on,verified_via,source_version,method,note,files
SNOMED,20572008,Good (qualifier value),Good,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/SleepQuality.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,219006,Current drinker of alcohol (finding),Current drinker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,224133007,Lives with family,Lives with family,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/FamilyStructureProfile.fsh
SNOMED,225758001,After food,After food,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/MeasurementContextVS.fsh
SNOMED,226025006,Hard cider,Hard cider,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,226060000,Stress management,Stress management,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,228276006,Occasional drinker (finding),Occasional drinker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,228277002,Light drinker (finding),Light drinker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,228281002,Problem drinker (finding),Problem drinker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,228366006,Finding relating to drug misuse behavior (finding),Finding relating to drug misuse behavior,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,228368007,Has never misused drugs,Has never misused drugs,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,228982004,Fortified wine,Fortified wine,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,229059009,Report,Report,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/NutritionExamples.fsh
SNOMED,229065009,Exercise therapy | Exercise therapy (regime/therapy),Exercise therapy,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapPhysicalActivityToSNOMED.fsh;input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,229166008,Jogging training | Jogging training (regime/therapy),Jogging training,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapPhysicalActivityToSNOMED.fsh;input/fsh/valuesets/ActivityTypeVS.fsh
SNOMED,230060001,Light cigarette smoker (finding),Light cigarette smoker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/GPSCompatibleSNOMEDVS.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,230063004,Heavy cigarette smoker (finding),Heavy cigarette smoker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/GPSCompatibleSNOMEDVS.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,230993007,Worsening (qualifier value),Worsening,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh;input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,24484000,Severe (severity modifier),Severe,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,248218005,Awake,Awake,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorSleepToSNOMED.fsh
SNOMED,248220008,Asleep,Asleep,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorSleepToSNOMED.fsh
SNOMED,248957007,Menstruation,Menstruation,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/ReproductiveValueSets.fsh
SNOMED,251898000,Maximum oxygen uptake,Maximum oxygen uptake,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/FitnessActivityExamples.fsh;input/fsh/profiles/RecoveryVO2maxProfiles.fsh
SNOMED,2546009,Night time (qualifier value),Night time,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,255214003,After exercise | After exercise (qualifier value),After exercise,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/BodyMetricsExtensions.fsh;input/fsh/extensions/VitalSignsExtensions.fsh;input/fsh/valuesets/MeasurementContextVS.fsh;input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,255314001,Progressive (qualifier value),Progressive,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,255351007,Poor (qualifier value),Poor - grade,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,tx display check: 'Poor (qualifier value)' — Wrong Display Name 'Poor (qualifier value)' for http://snomed.info/sct#255351007. Valid di,input/fsh/extensions/SleepQuality.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,255545003,Definite (qualifier value),Definite,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,255604002,Mild (qualifier value),Mild,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,255605001,Minimal (qualifier value),Minimal,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,25594002,Moderate risk of (qualifier value),Moderate risk of,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,tx display check: 'Moderate risk of (qualifier value)' — Wrong Display Name 'Moderate risk of (qualifier value)' for http://snomed.info/sct#2559400,input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,258057004,Non-invasive blood pressure monitor,Non-invasive blood pressure monitor,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/RoundTripValidationExamples.fsh;input/fsh/examples/VitalSignsExamples.fsh
SNOMED,258104002,Measured,Measured,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/EnvironmentalExamples.fsh
SNOMED,258158006,Sleep,Sleep,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorSleepToSNOMED.fsh
SNOMED,260413007,None (qualifier value),None,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,261665006,Unknown (qualifier value),Unknown,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,263654008,Abnormal (qualifier value),Abnormal,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,263678003,At rest,At rest,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/BodyMetricsExtensions.fsh;input/fsh/extensions/VitalSignsExtensions.fsh
SNOMED,263855007,Relapse phase,Relapse phase,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/SubstanceUseExtensions.fsh
SNOMED,26663004,Cigar smoking tobacco,Cigar smoking tobacco,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,266919005,Never smoked tobacco (finding),Never smoked tobacco,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/GPSCompatibleSNOMEDVS.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,266927001,Tobacco smoking consumption unknown (finding),Tobacco smoking consumption unknown,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,268910001,Patient's condition improved,Patient's condition improved,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/InflammatoryMarkersProfiles.fsh
SNOMED,271299001,Patient's condition worsened,Patient's condition worsened,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/InflammatoryMarkersProfiles.fsh
SNOMED,274646000,Irritability and anger,Irritability and anger,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/MoodValueSet.fsh
SNOMED,281213008,"Back structure, including back of neck",Structure of back of trunk and/or neck,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,288459003,MDMA (substance),Methylenedioxymethamphetamine,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept | tx display check: 'MDMA (substance)' — Wrong Display Name 'MDMA (substance)' for http://snomed.info/sct#288459003. Valid display ,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,306118006,Referral to endocrinology service,Referral to endocrinology service,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,306170007,Referral to physiotherapy service,Referral to physiotherapy service,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,307818003,Weight monitoring,Weight monitoring,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/VitalSignsExamples.fsh
SNOMED,309604004,During exercise,During exercise,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/VitalSignsExtensions.fsh
SNOMED,310858007,Self-monitoring,Self-monitoring,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,310882002,Exercise on prescription,Exercise on prescription,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,311500009,Before food,Before food,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/MeasurementContextVS.fsh
SNOMED,33553000,Widowed,Widowed,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/profiles/FamilyStructureProfile.fsh
SNOMED,34402009,Rectum structure,Rectum structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/VitalSignsProfiles.fsh
SNOMED,35748005,Wine,Wine,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,359746009,Patient's condition stable,Patient's condition stable,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/InflammatoryMarkersProfiles.fsh
SNOMED,363679005,Imaging,Imaging,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,364075005,Heart rate,Heart rate,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/VitalSignsExamples.fsh
SNOMED,365949003,Health-related behavior finding,Health-related behavior finding,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/observations/activity/MindfulnessProfiles.fsh;input/fsh/terminology/MindfulnessTerminology.fsh
SNOMED,366979004,Depressed mood,Depressed mood,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/MoodValueSet.fsh
SNOMED,371153006,Independent (qualifier value),Independent,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,371154000,Dependent (qualifier value),Dependent,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,371932001,Borderline normal (qualifier value),Borderline normal,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,38070000,Cohabiting,Cohabiting,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/FamilyStructureProfile.fsh
SNOMED,385633008,Improving (qualifier value),Improving,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/FitnessActivityExamples.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh;input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,386373004,Nutrition therapy,Nutrition therapy,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,386725007,Body temperature,Body temperature,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/VitalSignsProfiles.fsh
SNOMED,387085005,Cocaine (substance),Cocaine,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,394814009,General practice (specialty),General practice (specialty),active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/CFMExamples.fsh
SNOMED,395067002,Optimization of drug dosage,Optimization of drug dosage,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,398705004,Cannabis (substance),Cannabis,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,40701008,Echocardiography,Echocardiography,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
SNOMED,409022004,Dispensing medication management,Dispensing medication management,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,40979000,Lack of exercise,Lack of exercise,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/AIOverrideWorkflowBundle.fsh
SNOMED,41355003,Ultraviolet radiation,Ultraviolet radiation,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/terminology/ConceptMapEnvironmentalToSNOMED.fsh
SNOMED,414916001,Obesity,Obesity,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
SNOMED,424848002,Recreational drug user (finding),Recreational drug user,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,425315000,Cardiac assessment,Cardiac assessment,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
