system,code,display_in_ig,official_display,status,verified_on,verified_via,source_version,method,note,files
ICD11,5B50,"Underweight in infants, children or adolescents","Underweight in infants, children or adolescents",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B54,Underweight in adults,Underweight in adults,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B71,Protein deficiency,Protein deficiency,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B7Z,Unspecified undernutrition,Unspecified undernutrition,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B80,Overweight or localised adiposity,Overweight or localised adiposity,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B80.0,Overweight,Overweight,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B80.0Z,"Overweight, unspecified","Overweight, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B81,Obesity,Obesity,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B81.0,Obesity due to energy imbalance,Obesity due to energy imbalance,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,5B81.Z,"Obesity, unspecified","Obesity, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A00,Chronic insomnia,Chronic insomnia,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A01,Short-term insomnia,Short-term insomnia,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A0Z,"Insomnia disorders, unspecified","Insomnia disorders, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A21,Idiopathic hypersomnia,Idiopathic hypersomnia,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A24,Hypersomnia due to a medication or substance,Hypersomnia due to a medication or substance,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A26,Insufficient sleep syndrome,Insufficient sleep syndrome,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A2Z,"Hypersomnolence disorders, unspecified","Hypersomnolence disorders, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A40,Central sleep apnoeas,Central sleep apnoeas,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A41,Obstructive sleep apnoea,Obstructive sleep apnoea,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A4Y,Other specified sleep-related breathing disorders,Other specified sleep-related breathing disorders,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A4Z,"Sleep-related breathing disorders, unspecified","Sleep-related breathing disorders, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A60,Delayed sleep-wake phase disorder,Delayed sleep-wake phase disorder,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A64,"Circadian rhythm sleep-wake disorder, shift work type","Circadian rhythm sleep-wake disorder, shift work type",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A65,"Circadian rhythm sleep-wake disorder, jet lag type","Circadian rhythm sleep-wake disorder, jet lag type",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7A6Z,"Circadian rhythm sleep-wake disorders, unspecified","Circadian rhythm sleep-wake disorders, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,7B2Z,"Sleep-wake disorders, unspecified","Sleep-wake disorders, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QD60,Problems associated with inadequate drinking-water,Problems associated with inadequate drinking-water,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QD61,Inadequate food,Inadequate food,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QD6Z,"Problems associated with drinking water or nutrition, unspecified","Problems associated with drinking water or nutrition, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QD85,Burnout,Burnout,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QD8Y,Other specified problems associated with employment or unemployment,Other specified problems associated with employment or unemployment,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QD8Z,"Problems associated with employment or unemployment, unspecified","Problems associated with employment or unemployment, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE01,"Stress, not elsewhere classified","Stress, not elsewhere classified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE10,Hazardous alcohol use,Hazardous alcohol use,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE11,Hazardous drug use,Hazardous drug use,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE11.Z,"Hazardous drug use, unspecified","Hazardous drug use, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE12,Hazardous nicotine use,Hazardous nicotine use,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE13,Tobacco use,Tobacco use,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE1Y,Other specified hazardous substance use,Other specified hazardous substance use,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE1Z,"Hazardous substance use, unspecified","Hazardous substance use, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE20,Lack of physical exercise,Lack of physical exercise,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE21,Hazardous gambling or betting,Hazardous gambling or betting,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE22,Hazardous gaming,Hazardous gaming,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE23,Problems with inappropriate diet or eating habits,Problems with inappropriate diet or eating habits,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QE2Z,"Problem with health-related behaviours, unspecified","Problem with health-related behaviours, unspecified",active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
ICD11,QF2A,Difficulty or need for assistance with community participation,Difficulty or need for assistance with community participation,active,2026-09-15,icd.who.int MMS linearization export;tx.fhir.org,WHO linearization 2026 Mar 20 - 14:07 UTC;tx ICD11 2026-01,owner-file;txfhir,,input/fsh/codesystems/ICD11LifestyleCodeSystem.fsh;input/fsh/conceptmaps/ConceptMapICD10ToICD11.fsh;input/fsh/valuesets/ValueSetICD11Lifestyle.fsh
LOINC,100898-6,Lipid panel - Serum or Plasma,Lipid panel - Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,10160-0,History of Medication use Narrative,History of Medication use Narrative,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,10162-6,History of pregnancies Narrative,History of pregnancies Narrative,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,101683-1,Body water mass,Body water mass,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/profiles/BodyMetricsProfiles.fsh
LOINC,101685-6,Body bone mass,Body bone mass,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/profiles/BodyMetricsProfiles.fsh
LOINC,101689-8,Duration of moderate activity,Duration of moderate activity,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/PhysicalActivityProfile.fsh
LOINC,101690-6,Duration of vigorous activity,Duration of vigorous activity,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/PhysicalActivityProfile.fsh
LOINC,101692-2,Maximum heart rate,Maximum heart rate,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/SportSpecificProfiles.fsh
LOINC,103211-9,Number of awakenings,Number of awakenings,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SleepExamples.fsh;input/fsh/profiles/SleepProfile.fsh;input/fsh/terminology/ConceptMapSleepToLOINC.fsh;input/fsh/terminology/ConceptMapSleepToOMOP.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,103212-7,Duration of falling asleep,Duration of falling asleep,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapSleepToOMOP.fsh
LOINC,103213-5,Duration in bed,Duration in bed,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SleepExamples.fsh;input/fsh/profiles/SleepProfile.fsh;input/fsh/terminology/ConceptMapSleepToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,103215-0,Wake time after sleep onset,Wake time after sleep onset,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapSleepToOMOP.fsh
LOINC,104636-6,Days continuous glucose monitor device worn [#] Reporting Period Estimated,Days continuous glucose monitor device worn [#] Reporting Period Estimated,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/CGMProfile.fsh;input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,104637-4,Percentage of time continuous glucose monitor device worn Reporting Period Calculated,Percentage of time continuous glucose monitor device worn Reporting Period Calculated,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/CGMProfile.fsh;input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,104638-2,Glucose standard deviation/Glucose mean in Reporting Period Interstitial fluid by calculation,Glucose standard deviation/Glucose mean in Reporting Period Interstitial fluid by calculation,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/CGMAndMetabolicExamples.fsh;input/fsh/profiles/CGMProfile.fsh;input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,104639-0,"Time above range, very high in Reporting Period Interstitial fluid by calculation","Time above range, very high in Reporting Period Interstitial fluid by calculation",active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/CGMProfile.fsh;input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,104640-8,"Time above range, high in Reporting Period Interstitial fluid by calculation","Time above range, high in Reporting Period Interstitial fluid by calculation",active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/CGMProfile.fsh;input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,104641-6,"Time below range, low in Reporting Period Interstitial fluid by calculation","Time below range, low in Reporting Period Interstitial fluid by calculation",active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/CGMProfile.fsh;input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,104642-4,"Time below range, very low in Reporting Period Interstitial fluid by calculation","Time below range, very low in Reporting Period Interstitial fluid by calculation",active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/CGMProfile.fsh;input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,10570-0,Consistency of Cervical mucus,Consistency of Cervical mucus,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/ReproductiveProfiles.fsh
LOINC,106860-0,Perceived stress scale-10 total score [PSS-10],Perceived stress scale-10 total score [PSS-10],active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/QuestionnaireScoreExamples.fsh
LOINC,106875-8,Perceived stress scale-10 [PSS-10],Perceived stress scale-10 [PSS-10],active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/questionnaires/StressQuestionnaires.fsh
LOINC,11331-6,History of Alcohol use,History of Alcohol use,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,11348-0,History of Past illness Narrative,History of Past illness Narrative,display-mismatch,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,tx display check: 'History of Past illness Narrative' — Wrong Display Name 'History of Past illness Narrative' for http://loinc.org#11348-0. Valid,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,11369-6,History of Immunization Narrative,History of Immunization Narrative,display-mismatch,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,tx display check: 'History of Immunization Narrative' — Wrong Display Name 'History of Immunization Narrative' for http://loinc.org#11369-6. Valid,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,11450-4,Problem list - Reported,Problem list - Reported,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/BulkExportGroup.fsh;input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,11976-8,Ovulation date,Ovulation date,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/ReproductiveProfiles.fsh
LOINC,13629-1,Interleukin 1 beta [Mass/volume] in Serum or Plasma,Interleukin 1 beta [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,14118-4,Lactate [Mass/volume] in Serum or Plasma,Lactate [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,18752-6,Exercise stress test study,Exercise stress test study,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,18776-5,Plan of care note,Plan of care note,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
